start,end,Progress,duration_sec,Finished,recorded_date,Response_ID,subfield,graduate_yrs,postdoc_yrs,career_teaching,career_R2_R3,career_R1,career_govt,career_industry_datascience,career_communication,career_NGO,career_unsure,publish_before_grad,firstauthor_pubs,coauthor_pubs,pub_wo_PI,lab_feedback,lab_feedback_helped,lab_collab,How is your advisor/PI involved in your writing? (Check all that apply),PI_revisions,hrs_wk_writing,writing_tracking,plan_writing,where_write,Where do you usually write (pre-COVID)? (Check all that apply) - Other (please specify) - Text,writing_tracking,writing_tracking_other,writing_support_group,no_writing_support_group,type_writing_support_group,How did your perspective on writing change through participating in a writing group?,Goal setting,Giving and/or receiving reviews,Collaboration,Camaraderie,Technical writing skills,Less difficulty starting a writing project,Time management,"Overcoming ""perfectionism paralysis""",Overcoming writing anxiety,Overcoming imposter syndrome,Writing quality,Writing output,What are some of the challenges you face with writing (pre-COVID-19)? (Check all that apply),COVID_impact_writing,Has the pandemic impacted the amount of time you have for writing?,Has the pandemic affected your writing productivity?,Has the pandemic impacted your motivation to write?,Has the pandemic affected your participation in writing support groups?,science_writing_open,writing_word,review_open,review_word,US_Canadian_training,gender_identity,first_language_english,first_language_text,first_gen,BIPOC,condition,open_answer,gift_card
4/28/21 13:41,4/28/21 13:47,100,386,TRUE,4/28/21 13:47,R_2XaZCFpB6aLU7yo,human dimensions of wildlife,5,0,3,4,1,3,0,10,10,,Yes,2,1,No,Yes,The feedback has helped,Yes,Revising with minor comments,5-Mar,6,I do not track or schedule my writing time,0,Home (off-campus residence or dormitory),,Checking in with advisor or mentor,,Yes,,Peer group,Neutral/no change,Improved,Improved,Improved,No Change,Improved,No Change,No Change,Improved,No Change,No Change,Improved,Improved,"My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",No,,,,,inflexible,negative,supportive,positive,Yes,Female,Yes,,Yes,No,No,happily sharing what I've learned with peers and colleagues with the hope that it supports and help them :),Yes
4/12/21 10:55,4/12/21 11:00,100,272,TRUE,4/12/21 11:00,R_30qtKAbCOhMlijt,ecology,8,,2,0,0,0,0,8,7,,No,2,6,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments",5-Mar,15,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space",,I do not track my writing progress,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,,No,,,,,boring,negative,tedious,negative,Yes,,Yes,,No,,No,caring about science writing is for losers,No
4/5/21 11:32,4/5/21 11:50,100,1094,TRUE,4/5/21 11:50,R_2ahSZJ2hYV0IlhZ,ecology,10,,5,7,10,10,4,5,8,0,Yes,4,7,No,Yes,The feedback has not helped,Yes,Revising with many suggestions and comments,5-Mar,,"I set aside large blocks of time (e.g., during weekends or breaks)",0,"Home (off-campus residence or dormitory),University provided office or lab space,Coffee shops/restaurants",,Other (please specify),Calendar and evaluating progress on document I'm writing,Yes,,Peer group,Neutral/no change,No Change,No Change,No Change,No Change,No Change,No Change,No Change,No Change,No Change,No Change,No Change,Worsened,"I have too many other obligations,I do not receive adequate feedback on my writing",No,,,,,challenging,negative,tedious,negative,Yes,Female,Yes,,No,No,Yes,"My second graduate advisor has been helpful with streamlining my writing.  My first advisor gave no feedback so I struggled much more with study design and writing my results.  My experience with a couple peer writing groups has been that they take up a lot of time, are distracting, and are usually not helpful for my writing.  However, getting feedback from select peers or mentors has been helpful.",No
4/6/21 10:16,4/6/21 10:40,100,1409,TRUE,4/6/21 10:40,R_7UGmBMdpR7oZzuF,Paleontology,7,,7,10,9,8,6,7,6,,No,1,,No,No,,Yes,"Planning (generating ideas),Drafting or outlining,Writing sections of manuscript,Revising with many suggestions and comments,Revising with minor comments",5+,,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday)",1,University provided office or lab space,,"Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,Peer group,Neutral/no change,Improved,Improved,Improved,Improved,No Change,No Change,No Change,Improved,Improved,,No Change,No Change,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,Neutral/no change,I am less productive,I am less motivated to write,I participate much more,daunting,negative,tedious,negative,Yes,Male,Yes,,Yes,No,Yes,,Yes
3/24/21 21:51,3/24/21 21:57,100,400,TRUE,3/24/21 21:57,R_1n2U8jpXBV5VGC6,Ornithology,4,,3,5,10,9,2,9,5,,No,1,2,Yes,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments",5+,10,I set aside large blocks of time before deadlines,0,"Home (off-campus residence or dormitory),University provided office or lab space,Coffee shops/restaurants",,"Physical notebook,Checking in with writing accountability/support group,Checking in with advisor or mentor",,No,"I had ample writing support within my immediate graduate group (e.g. advisor, laboratory),I did not know writing support groups existed",,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,Neutral/no change,I am less productive,I am less motivated to write,,Formulaic,neutral,Tedious,negative,Yes,Non-binary/third gender/other,Yes,,No,No,Yes,,Yes
3/25/21 2:03,3/25/21 2:09,100,364,TRUE,3/25/21 2:09,R_2B58snR2Gtpeve9,Plant development and physiology,8,9,,,1,1,,,,,No,16,4,Yes,Yes,The feedback has helped,Yes,"Revising with many suggestions and comments,Revising with minor comments",5-Mar,24,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday)",1,"Home (off-campus residence or dormitory),University provided office or lab space",,Checking in with advisor or mentor,,No,I did not know writing support groups existed,,,,,,,,,,,,,,,"I have too many other obligations,My perfectionism with writing hinders my progress",Yes,I have more time for writing,I am less productive,I am less motivated to write,Neutral/no change,FUN,positive,TEDIOUS,negative,Yes,Male,No,,Yes,No,No,NO,No
4/5/21 22:04,4/5/21 22:10,100,360,TRUE,4/5/21 22:10,R_XFYs9w80dlKmoKt,Ecology,5,0,10,8,6,4,2,2,4,,No,1,4,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",5+,6,"I set aside large blocks of time (e.g., during weekends or breaks),I do not track or schedule my writing time",0,"Home (off-campus residence or dormitory),University provided office or lab space",,Checking in with advisor or mentor,,Yes,,"Peer group,Writing retreats, study halls, etc.",Neutral/no change,Improved,Improved,Improved,Improved,No Change,No Change,Improved,Improved,,No Change,No Change,Improved,I find it difficult to start a new writing project,No,,,,,invigorating,positive,tedious,negative,Yes,Female,Yes,,No,No,Yes,A strong writing foundation from high school and college has been instrumental to my success in graduate school.,Yes
4/5/21 12:13,4/5/21 12:26,100,763,TRUE,4/5/21 12:26,R_3nIX2WQMPdxYqHx,disease ecology,4,,0,0,0,10,7,0,8,0,Yes,2,3,No,No,,Yes,"Revising with minor comments,My advisor is not involved in my writing",1,20,"I set aside specific days each week,I set aside large blocks of time before deadlines,I do not track or schedule my writing time",1,"Home (off-campus residence or dormitory),Coffee shops/restaurants,I would like to write at an office, but my university does not provide me with office space",,Other (please specify),i set my own deadlines and make sure I attain them,Yes,,"Formal writing course,Peer group",Neutral/no change,,Improved,No Change,Improved,Improved,No Change,No Change,No Change,No Change,No Change,Improved,Improved,"I find it difficult to start a new writing project,I have too many other obligations,I do not receive adequate feedback on my writing,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am more productive,I am more motivated to write,,isolating,negative,tedious,negative,Yes,Female,Yes,,No,Yes,No,"I don't receive feedback from my PI beyond a few syntax and grammatical edits. When I've asked him for more help, he just said that he hasn't given me feedback because I'm independent and a good writer. I think I've struggled unnecessarily and could be a better writer with more of his support during earlier drafts. I wish there was a way to formally have him commit to helping me more in the early stages of my manuscripts.",Yes
4/7/21 13:28,4/7/21 13:34,100,350,TRUE,4/7/21 13:34,R_21Ewqle6knTkQDh,Ecology and Evolution,4,,5,9,10,10,0,10,7,,No,6,1,No,No,,Yes,Revising with minor comments,3-Jan,,"I set aside specific days each week,I set aside large blocks of time before deadlines",1,"Home (off-campus residence or dormitory),University provided office or lab space,Coffee shops/restaurants",,I do not track my writing progress,,Yes,,"Writing retreats, study halls, etc.",Neutral/no change,,,,,,,,,,,,,My perfectionism with writing hinders my progress,No,,,,,slow,negative,tedious,negative,Yes,Female,No,,Yes,No,No,,Yes
4/7/21 6:56,4/7/21 7:01,100,250,TRUE,4/7/21 7:01,R_1f72SS1s12ORfDd,Ecology,1,,6,8,7,7,4,5,6,,Yes,1,1,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments",3-Jan,4,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday),I do not track or schedule my writing time",1,"On-campus spaces (e.g. graduate student centers, affinity group centers),University or public libraries,Coffee shops/restaurants",,"Physical notebook,Checking in with advisor or mentor",,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have too many other obligations",No,,,,,Time-consuming,negative,Tedious,negative,Yes,Female,Yes,,Yes,No,No,,Yes
3/23/21 11:35,3/23/21 12:05,100,1779,TRUE,3/23/21 12:05,R_2R4EtKu42IjvdzY,forest and fire ecology,6,1,7,4,3,1,5,6,2,,Yes,5,8,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments",5-Mar,10,I do not track or schedule my writing time,0,University provided office or lab space,,Checking in with advisor or mentor,,Yes,,Formal writing course,Neutral/no change,Improved,Improved,No Change,Improved,No Change,No Change,No Change,Improved,No Change,Improved,Improved,No Change,"I find it difficult to start a new writing project,I get easily distracted whenever I try to write",No,,,,,tolerable,neutral,tedious,negative,Yes,Female,Yes,,No,No,No,,Yes
3/15/21 8:32,3/15/21 8:46,100,831,TRUE,3/15/21 8:46,R_3hucOYOBglQvUHI,,6,1,4.3,5.7,10,7.1,8.6,1.4,NA,2.9,Yes,2,7,Yes,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",5-Mar,,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers)",,I do not track my writing progress,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have too many other obligations,I do not receive adequate feedback on my writing,I get easily distracted whenever I try to write",Yes,I have more time for writing,Neutral/no change,I am more motivated to write,Neutral/no change,unrewarding,negative,tedious,negative,Yes,Male,Yes,,No,No,No,,Yes
3/15/21 16:01,3/15/21 16:07,100,360,TRUE,3/15/21 16:07,R_5pZ0MDAEu9xmO7T,Conservation,6,0,5,4,3,10,8,6,7,,Yes,3,2,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",5-Mar,12,"I set aside specific days each week,I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",1,"Home (off-campus residence or dormitory),University provided office or lab space,Coffee shops/restaurants",,I do not track my writing progress,,Yes,,Formal writing workshop,Neutral/no change,No Change,Improved,Improved,Improved,Improved,No Change,Improved,No Change,No Change,No Change,Improved,Improved,"I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have less time for writing,I am more productive,I am less motivated to write,Neutral/no change,Lengthy,negative,Tedious ,negative,Yes,Female,Yes,,Yes,No,No,,No
3/15/21 7:32,3/15/21 7:41,100,509,TRUE,3/15/21 7:41,R_28BBYqyeoFasL1l,,6,1,2.9,4.3,10,8.6,7.1,5.7,NA,1.4,No,5,2,No,No,,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",5+,12,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),Coffee shops/restaurants",,I do not track my writing progress,,Yes,,"Formal writing workshop,Writing retreats, study halls, etc.",Neutral/no change,Improved,Improved,No Change,Improved,No Change,No Change,No Change,No Change,No Change,No Change,Improved,No Change,"I have trouble fitting writing into my schedule,I have too many other obligations",Yes,I have more time for writing,Neutral/no change,I am less motivated to write,,thought-provoking,positive,terrible,negative,Yes,Female,Yes,,No,No,No,,No
4/12/21 9:10,4/12/21 9:14,100,240,TRUE,4/12/21 9:14,R_2v1cSogDW1R0nMM,Behavioral Ecology,9,,8,7,3,6,8,7,6,,No,,1,No,Yes,The feedback has helped,No,"Revising with many suggestions and comments,Revising with minor comments",5-Mar,3,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),On-campus spaces (e.g. graduate student centers, affinity group centers)",,I do not track my writing progress,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I get easily distracted whenever I try to write",No,,,,,bleh,negative,tiresome,negative,Yes,Male,Yes,,No,No,Yes,,No
4/5/21 11:48,4/5/21 12:10,100,1307,TRUE,4/5/21 12:10,R_2ePaNOqM3v8cXek,Wildlife Ecology and Conservation,4,,6,1,2,3,4,5,7,,No,,,No,No,,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",5+,9,"I set aside specific days each week,I set aside large blocks of time before deadlines",1,"Home (off-campus residence or dormitory),University provided office or lab space",,Checking in with advisor or mentor,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",No,,,,,Hard,negative,Tought,neutral,Yes,Female,Yes,,No,No,No,,Yes
3/22/21 7:53,3/22/21 8:03,100,598,TRUE,3/22/21 8:03,R_3MycWeDZsIhLbfn,Conservation genetics,6,6,5,6,7,5,4,0,6,6,No,17,20,Yes,No,,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",5-Mar,8,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),On-campus spaces (e.g. graduate student centers, affinity group centers)",,I do not track my writing progress,,No,I did not know writing support groups existed,,,,,,,,,,,,,,,"I have too many other obligations,I do not receive adequate feedback on my writing",Yes,I have less time for writing,I am less productive,Neutral/no change,,Slog,negative,Trying,neutral,Yes,Male,Yes,,No,No,Yes,,No
4/28/21 14:41,4/28/21 14:49,100,482,TRUE,4/28/21 14:49,R_1rIe7L3vpKapzho,Lichenology,1,,7,10,4,8,5,9,6,,No,,,No,No,,Yes,"Writing sections of manuscript,Revising with many suggestions and comments",3-Jan,3,I set aside large blocks of time before deadlines,0,"Home (off-campus residence or dormitory),On-campus spaces (e.g. graduate student centers, affinity group centers),University or public libraries,Coffee shops/restaurants,I would like to write at an office, but my university does not provide me with office space",,"Electronic note taking applications,Physical notebook,Checking in with advisor or mentor",,Yes,,Peer group,Neutral/no change,No Change,Improved,Improved,Improved,No Change,No Change,No Change,Improved,Improved,No Change,No Change,No Change,"My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have much more time for writing,I am less productive,I am less motivated to write,I participate less,creative,positive,uncertain,negative,Yes,Male,No,,Yes,Yes,Yes,,Yes
3/15/21 21:19,3/15/21 21:27,100,440,TRUE,3/15/21 21:27,R_1IyHgA2sZKGJeVi,Molecular evolution,6,1,2,1,3,4,1,6,5,,No,5,4,Yes,No,,Yes,"Planning (generating ideas),Drafting or outlining,Writing sections of manuscript,Revising with many suggestions and comments,Revising with minor comments",,6,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),On-campus spaces (e.g. graduate student centers, affinity group centers),Coffee shops/restaurants",,Checking in with advisor or mentor,,Yes,,Peer group,I like writing less,,,,Improved,,,Improved,,,,,Improved,"I find it difficult to start a new writing project,I have too many other obligations,I get easily distracted whenever I try to write",No,,,,,slow,negative,uncertain,negative,Yes,Female,Yes,,No,No,No,,Yes
4/6/21 15:58,4/6/21 16:14,100,962,TRUE,4/6/21 16:14,R_1DHkgXFZ19NeMCw,,5,,6,9,4,1,0,5,0,,No,1,4,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments",3-Jan,2,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space,Coffee shops/restaurants",,Checking in with advisor or mentor,,No,"I had ample writing support within my immediate graduate group (e.g. advisor, laboratory)",,,,,,,,,,,,,,,,No,,,,,repetitive,neutral,unfair,negative,Yes,Female,Yes,,No,No,No,,Yes
4/5/21 8:24,4/5/21 8:28,100,234,TRUE,4/5/21 8:28,R_2vk44ZbTpZBhJoG,Ecology,1,,0,2,1,9,10,8,7,,No,,,No,No,,No,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",5+,4,I do not track or schedule my writing time,0,"University or public libraries,Coffee shops/restaurants,I would like to write at an office, but my university does not provide me with office space",,Checking in with advisor or mentor,,No,"I had no interest in joining a writing group,I did not know writing support groups existed",,,,,,,,,,,,,,,I get easily distracted whenever I try to write,Yes,I have less time for writing,I am much less productive,I am much less motivated to write,,Long,negative,Unknown,negative,Yes,Female,Yes,,No,Yes,No,,Yes
4/9/21 16:15,4/11/21 20:46,100,189059,TRUE,4/11/21 20:46,R_3PtuZru0sFKs6nk,evolutionary biology,5,4,4,8,10,7,8,5,5,2,No,2,3,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments",5+,9,I set aside large blocks of time before deadlines,0,University provided office or lab space,,"Physical notebook,Checking in with advisor or mentor",,Yes,,"Writing retreats, study halls, etc.",Neutral/no change,No Change,Improved,No Change,Improved,No Change,No Change,No Change,No Change,Improved,No Change,No Change,Improved,"I have trouble fitting writing into my schedule,I have too many other obligations,I do not receive adequate feedback on my writing,My perfectionism with writing hinders my progress",Yes,Neutral/no change,I am less productive,I am much less motivated to write,Neutral/no change,uneasy,negative,unknown,negative,Yes,Female,No,,No,Yes,No,I hope I can get help from someone who is not my boss but is a professor level writer.,No
3/24/21 7:59,3/24/21 8:05,100,318,TRUE,3/24/21 8:05,R_3g1lTAYG6nHorQr,Plant Biology,6,,10,8,7,9,4,6,5,,Yes,2,10,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments",5+,3,I set aside large blocks of time before deadlines,0,University provided office or lab space,,Checking in with advisor or mentor,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,I have too many other obligations,No,,,,,Okay,neutral,Unpaid,negative,Yes,Female,Yes,,No,No,No,,No
3/22/21 18:52,3/22/21 18:58,100,350,TRUE,3/22/21 18:58,R_1llNLsGnXfWHuTA,invasive species,7,,6,7,10,9,5,4,8,,No,3,2,Yes,No,,No,"Revising with many suggestions and comments,Revising with minor comments",3-Jan,15,I set aside large blocks of time before deadlines,0,University or public libraries,,Electronic note taking applications,,No,I could not find a group to join,,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,Neutral/no change,I am less productive,I am less motivated to write,Neutral/no change,difficult,negative,unpredictable,negative,Yes,Female,Yes,,Yes,No,Yes,,Yes
4/6/21 16:51,4/6/21 18:25,100,5612,TRUE,4/6/21 18:25,R_1ghG25OCGCwFGtt,Ecology,2,,5,3,0,10,2,5,8,5,Yes,,1,No,Yes,The feedback has helped,No,"Drafting or outlining,Revising with many suggestions and comments",5-Mar,6,I set aside large blocks of time before deadlines,0,University provided office or lab space,,"Checking in with advisor or mentor,I do not track my writing progress",,No,I did not know writing support groups existed,,,,,,,,,,,,,,,"I do not receive adequate feedback on my writing,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,Neutral/no change,I am much less productive,I am much less motivated to write,,Frustrating,negative,Unpredictable,negative,Yes,Female,Yes,,Yes,Yes,Yes,,Yes
4/16/21 14:52,4/16/21 14:59,100,407,TRUE,4/16/21 14:59,R_2tfouRrOMkxT5rM,"Urban Ecology, Pollinator Ecology",8,,1,2,4,3,4,2,2,,No,2,,Yes,Yes,The feedback has helped,Yes,Revising with many suggestions and comments,3-Jan,5,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday),I set aside large blocks of time before deadlines,I do not track or schedule my writing time",1,"Home (off-campus residence or dormitory),University provided office or lab space",,I do not track my writing progress,,No,"I had ample writing support within my immediate graduate group (e.g. advisor, laboratory)",,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,I have too many other obligations,My perfectionism with writing hinders my progress",No,,,,,stressful,negative,useful,positive,Yes,Non-binary/third gender/other,Yes,,No,No,No,,Yes
4/7/21 18:14,4/7/21 18:25,100,687,TRUE,4/7/21 18:25,R_1FOC3gB3DOggwN2,Evolutionary genomics,1,,8,10,8,6,4,9,8,,No,0,0,No,No,,Yes,Planning (generating ideas),5+,0,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University or public libraries,I would like to write at an office, but my university does not provide me with office space",,I do not track my writing progress,,No,I could not find a group to join,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I do not receive adequate feedback on my writing,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have much more time for writing,I am much less productive,I am much less motivated to write,,Uncertain,neutral,Vaunted,negative,Yes,Female,Yes,,No,No,,My only year of postgrad work has been the COVID pandemic,Yes
3/22/21 15:13,3/22/21 15:18,100,271,TRUE,3/22/21 15:18,R_1OvsINDIOspEYhf,plant ecology,2,,1,0,0,10,8,4,10,,Yes,2,3,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Writing sections of manuscript,Revising with many suggestions and comments,Revising with minor comments",,6,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday)",1,University provided office or lab space,,Checking in with advisor or mentor,,No,"I had ample writing support within my immediate graduate group (e.g. advisor, laboratory)",,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,Neutral/no change,I am less productive,I am much less motivated to write,,ugh,negative,worse,negative,Yes,Female,Yes,,No,No,No,,No
4/5/21 11:58,4/5/21 12:01,100,180,TRUE,4/5/21 12:01,R_1dujGQkv7iOWaeK,Agroecology,3,,5,0,0,8,7,8,10,,Yes,1,,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",3-Jan,5,"I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",0,"Home (off-campus residence or dormitory),Coffee shops/restaurants",,Checking in with advisor or mentor,,No,I did not know writing support groups existed,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have less time for writing,I am less productive,I am less motivated to write,,scattered,negative,,,Yes,Female,Yes,,No,No,No,,Yes
4/5/21 9:48,4/5/21 9:59,100,679,TRUE,4/5/21 9:59,R_1NzeV58d2vQyf8y,Land-atmosphere interaction,2,,1,4,9,8,8,2,8,0,No,0,1,No,No,,No,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",5-Mar,10,"I set aside large blocks of time (e.g., during weekends or breaks),I do not track or schedule my writing time",0,"Home (off-campus residence or dormitory),University provided office or lab space",,"Checking in with advisor or mentor,I do not track my writing progress",,No,"I had no interest in joining a writing group,I had ample writing support within my immediate graduate group (e.g. advisor, laboratory)",,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am less productive,I am less motivated to write,,scrupulous,neutral,,,Yes,Female,Yes,,No,No,Yes,,Yes
3/16/21 7:48,3/16/21 7:54,100,320,TRUE,3/16/21 7:54,R_2zhFwNDnWyvp58u,Ecophysiology ,5,,7,7,7,8,10,10,8,0,No,,,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments",3-Jan,2,I set aside large blocks of time before deadlines,0,University provided office or lab space,,I do not track my writing progress,,No,I could not find a group to join,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",No,,,,,struggle,negative,,,No,Female,Yes,,No,No,No,,No
3/22/21 14:11,3/22/21 14:24,100,767,TRUE,3/22/21 14:24,R_DdFMvAZUeGuXhRf,ecology,13,1,2,5,10,5,8,4,9,,Yes,2,2,No,No,,No,Revising with minor comments,3-Jan,1,I do not track or schedule my writing time,0,Home (off-campus residence or dormitory),,I do not track my writing progress,,No,I did not know writing support groups existed,,,,,,,,,,,,,,,,No,,,,,Tiring,negative,,,Yes,Female,No,,No,No,No,Writing is easy for me. It is the endless criticism confronted once you submit that is exhausting and discouraging...,No
2/24/21 12:45,2/24/21 12:46,76,112,FALSE,3/3/21 12:46,R_2VwsED4MgBPj4Mr,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/21 5:49,2/25/21 5:50,5,17,FALSE,3/4/21 5:50,R_2VF8rIa0PaaexCp,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/21 14:28,2/25/21 14:30,24,142,FALSE,3/4/21 14:30,R_1pX19ococXXL4NL,Ecology,1,,5.7,2.9,1.4,10,7.1,8.6,NA,4.3,Yes,,1,No,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/21 13:41,2/26/21 13:44,24,182,FALSE,3/5/21 13:44,R_2cc5oxPCN5K6ynE,Landscape Ecology/Conservation,5,,5.7,7.1,2.9,10,8.6,4.3,NA,1.4,No,1,,Yes,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/21 9:29,3/16/21 9:30,100,58,TRUE,3/16/21 9:30,R_3nUSjsrGYwNYzbf,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/21 7:49,3/15/21 7:51,5,91,FALSE,3/22/21 7:51,R_2OI2bX6LCDCFXeL,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/21 8:22,3/15/21 8:24,75,142,FALSE,3/22/21 8:24,R_2uNYvEUYFK389b5,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/21 8:26,3/15/21 8:30,38,230,FALSE,3/22/21 8:30,R_1pmoZ2ipeZ1Mn3c,"Biodiversity and Conservation, Animal Behavioral Ecology",1,,3,7,6,1,2,4,,5,No,,,No,No,,No,"Planning (generating ideas),Revising with minor comments",1,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/21 8:27,3/15/21 8:31,5,260,FALSE,3/22/21 8:32,R_6tk5MyO44k1LAnT,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/21 8:39,3/15/21 8:39,5,6,FALSE,3/22/21 8:39,R_1LerGzX3IE6p2mG,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/21 9:28,3/15/21 9:29,5,43,FALSE,3/22/21 9:29,R_3LbUVChxgpmUeIh,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/21 9:41,3/15/21 9:43,5,159,FALSE,3/22/21 9:43,R_UL2i4hlCciYBMT7,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
